symbol,currentvolume,lastprice,nbb,nbo,imbside,imbalancesize,notional_imbalance,matchedsize,currentreferenceprice,nearindicativeprice,farindicativeprice,matched_to_unmatched,pct_move_snapshot_to_close,minute,day,quarter,year,week,month
0,2.4377693521124777,1.5841739707621996,1.5852644127260225,1.5832107513851121,1.0132317545503768,-0.24588814274964735,-0.1162752494295949,-0.20751600760261643,1.5840623827264775,0.20420423816844277,-0.5217645240679787,-0.24290336570918136,0.17,0.5150963415264272,0.5686953922695135,-1.0134204754060727,1.1340444618219907,-0.8362556166047104,-0.852038392804022
0,1.8861180777596427,1.6400716636206456,1.6411940466537012,1.6391934640925467,-0.9867944557655678,-0.009665721559379994,1.182196602956023,0.5610944817234634,1.6402982706662257,0.21855580081918777,-0.5217645240679787,-0.22551766288008193,0.15,0.5150963415264272,-1.290055130133707,-1.0134204754060727,1.1340444618219907,-0.9304459385726505,-0.852038392804022
0,3.939495979770141,1.4840765296394738,1.4849068034606316,1.4831853009138807,-0.9867944557655678,2.7957442992881507,15.478250481467047,3.512671034885582,1.4839872955711737,0.20549523330943928,-0.5217645240679787,-0.059518766791480195,0.45,0.5150963415264272,1.3653027590137512,-1.0134204754060727,1.1340444618219907,-1.2130169044764703,-1.2549017705251935
0,1.596537725564969,1.5522807306836912,1.553465709565528,1.55133327111106,1.0132317545503768,2.562581712216311,14.710953606929955,3.9357055191403445,1.5523944778946754,0.19828717710554183,2.377315101994558,-0.10349222202037849,-0.13,-1.9410960575510763,-1.0245193412189613,1.3799011874873286,-0.8816686747797685,1.5185024325937886,1.5651418735230063
0,2.8842822761090976,1.3407485341205787,1.3416998778796805,1.340018242863279,-0.9867944557655678,3.1155887395171837,16.04310588650487,7.235924470494321,1.3409745865620746,0.1602028204461434,2.151666923793051,-0.17482713383883086,0.49,0.5150963415264272,0.5686953922695135,1.3799011874873286,-0.8816686747797685,1.2359314666899688,1.1622784958018348
0,1.9208707716214095,1.2091184831958501,1.2099946108886954,1.2084532359371547,-0.9867944557655678,1.923873108212796,9.663651371619396,2.8637032987435727,1.2092315945749692,0.1351790312964934,-0.5217645240679787,-0.09642101898075903,0.24,0.5150963415264272,-1.0245193412189613,0.18324035604062802,-0.8816686747797685,0.2940282470105691,0.35655174035949205
0,0.8548421334229956,1.0297049206340634,1.0308168118744188,1.029128329236479,-0.9867944557655678,0.8279260490527622,4.2636552230642994,0.37718434902998554,1.0295923052443905,0.10727201966528442,1.8102526092916806,0.16541283481090419,0.03,0.5150963415264272,0.8342311811842597,0.18324035604062802,-0.8816686747797685,0.011457281106749255,-0.046311637361679314
1,0.9788139530881843,1.1307940950171806,1.1315127052159852,1.130054909892136,1.0132317545503768,-0.26401317201016056,-0.23863442379721672,1.5456947042462517,1.1304562725912335,0.1181378954353388,1.8511675912700012,-0.31993123967555304,0.14,-1.9410960575510763,0.5686953922695135,-1.0134204754060727,1.1340444618219907,-0.8362556166047104,-0.852038392804022
1,0.5088114931088991,1.1857902121843618,1.186653009632588,1.1849112098690386,1.0132317545503768,0.11665883414467977,1.4670076354293493,0.15956570578274548,1.1856778859990025,0.12506623602535366,1.8206524040420236,-0.07539788495526759,-0.16,-1.9410960575510763,-1.290055130133707,-1.0134204754060727,1.1340444618219907,-0.9304459385726505,-0.852038392804022
1,0.3296875835026556,1.2429275716182977,1.2437102571475178,1.2423582591261646,-0.9867944557655678,0.783063273533918,4.582620800476357,0.6094440400339595,1.2428153513005102,0.14787381684962622,2.075173696616191,0.03610713472922915,0.28,0.5150963415264272,1.3653027590137512,-1.0134204754060727,1.1340444618219907,-1.2130169044764703,-1.2549017705251935
