Symbol,Exchange,Date,Time,CurrentVolume,LastPrice,NBB,NBO,ImbSide,ImbalanceSize, Notional Imbalance ,ImbalanceSource,ImbalanceType,ExchangeDate,ExchangeTime,MatchedSize,CurrentReferencePrice,NearIndicativePrice,FarIndicativePrice,Matched to Unmatched,Close,% move from Snashot to Close
MPC,UNEX,20190827,50:00.4,2990080,45.365,45.36,45.37,B,23798," $ 1,079,596.27 ",NYSE,I,20190827,50:00.5,253531,45.37,45.81,46.01,0.09386623332,45.33,-0.08%
WIT,UNEX,20200619,49:59.9,1695495,3.315,3.31,3.32,B,537412," $ 1,781,520.78 ",NYSE,C,20200619,50:00.0,87419,3.315,0,0,6.147542296,3.3,-0.45%
WPM,UNEX,20200626,50:00.2,1386228,42.24,42.2,42.21,B,125242," $ 5,290,222.08 ",NYSE,C,20200626,50:00.0,16589,42.24,0,0,7.54970161,42.22,-0.05%
WPM,UNEX,20200529,50:01.7,2111408,42.98,42.99,43.03,B,30223," $ 1,298,984.54 ",NYSE,I,20200529,50:00.8,16099,42.99,44.32,0,1.877321573,43,0.05%
SU,UNEX,20191126,49:59.7,7224271,31.475,31.47,31.48,B,72436," $ 2,279,923.10 ",NYSE,C,20191126,50:00.0,25933,31.475,0,0,2.793197856,31.52,0.14%
MCK,UNEX,20200619,49:59.9,690021,155.62,155.53,155.71,B,209744," $ 32,640,361.28 ",NYSE,C,20200619,50:00.0,252738,155.62,0,0,0.8298870767,156.7,0.69%
MCK,UNEX,20200619,55:00.4,736691,156.67,156.6,156.76,B,202347," $ 31,701,704.49 ",NYSE,I,20200619,55:00.2,327265,156.62,200,0,0.6182970987,156.7,0.02%
MCK,UNEX,20191220,49:59.7,1011234,137.65,137.63,137.64,B,182879," $ 25,173,294.35 ",NYSE,C,20191220,50:00.0,790721,137.65,0,0,0.2312813243,137.64,-0.01%
MCK,UNEX,20191220,55:00.3,1043211,137.685,137.66,137.72,B,146861," $ 20,220,556.79 ",NYSE,I,20191220,55:00.2,906673,137.66,141.3,141.44,0.1619779127,137.64,-0.03%
MCK,UNEX,20191126,49:59.7,1471584,145.355,145.34,145.36,B,100965," $ 14,675,767.58 ",NYSE,C,20191126,50:00.0,135189,145.36,0,0,0.7468433083,145.8,0.31%
MCK,UNEX,20190920,55:00.8,1459346,147.15,147.09,147.14,B,11960," $ 1,759,914.00 ",NYSE,I,20190920,55:00.3,968205,147.09,147.15,147.12,0.01235275587,146.82,-0.22%
MCK,UNEX,20190827,49:59.9,1927903,139.54,139.52,139.56,B,152998," $ 21,349,340.92 ",NYSE,C,20190827,50:00.0,65919,139.54,0,0,2.321000015,138.75,-0.57%
MCK,UNEX,20190827,55:00.6,2032208,138.94,138.92,138.93,B,55787," $ 7,751,045.78 ",NYSE,I,20190827,55:00.2,183024,138.93,145.93,0,0.3048070198,138.75,-0.14%
BLL,UNEX,20200626,55:00.3,1369642,67.355,67.35,67.36,B,19931," $ 1,342,452.51 ",NYSE,I,20200626,55:00.3,926670,67.36,67.58,0,0.02150819601,67.34,-0.02%
BLL,UNEX,20200529,50:00.2,1746865,70.95,70.95,70.97,B,170956," $ 12,129,328.20 ",NYSE,C,20200529,50:00.0,522092,70.95,0,0,0.3274442052,71.26,0.44%
BLL,UNEX,20200529,55:00.3,1850667,71.165,71.15,71.18,B,20737," $ 1,475,748.61 ",NYSE,I,20200529,55:00.6,737833,71.16,71.27,72.31,0.02810527586,71.26,0.13%
BLL,UNEX,20191220,55:00.3,2246536,65.39,65.39,65.4,B,35342," $ 2,311,013.38 ",NYSE,I,20191220,55:00.3,1191873,65.39,65.78,0,0.02965248814,65.18,-0.32%
BLL,UNEX,20190920,50:00.1,1974072,74.005,73.99,74.01,B,57118," $ 4,227,017.59 ",NYSE,C,20190920,50:00.0,761433,74,0,0,0.07501382262,73.84,-0.22%
DHI,UNEX,20200529,55:00.3,4115077,55.305,55.31,55.32,B,90965," $ 5,030,819.33 ",NYSE,I,20200529,55:00.6,1099346,55.27,55.3,0,0.08274465,55.3,-0.01%
DHI,UNEX,20191220,49:59.7,2517747,53.59,53.58,53.59,B,362957," $ 19,450,865.63 ",NYSE,C,20191220,50:00.0,808274,53.58,0,0,0.4490519304,53.69,0.19%
DHI,UNEX,20191220,54:59.8,2678655,53.59,53.58,53.59,B,373650," $ 20,023,903.50 ",NYSE,I,20191220,55:00.1,1029535,53.58,60.2,0,0.3629308377,53.69,0.19%
DHI,UNEX,20191126,49:59.7,2690372,55.36,55.35,55.36,B,464762," $ 25,729,224.32 ",NYSE,C,20191126,50:00.0,1194333,55.35,0,0,0.3891393774,55.39,0.05%
DHI,UNEX,20191126,55:00.3,2834867,55.385,55.38,55.39,B,114736," $ 6,354,653.36 ",NYSE,I,20191126,55:00.6,1629794,55.385,55.59,56.65,0.07039908111,55.39,0.01%
DHI,UNEX,20190920,49:59.6,3348478,51.63,51.63,51.64,B,124142," $ 6,409,451.46 ",NYSE,C,20190920,50:00.0,383263,51.635,0,0,0.3239081258,51.58,-0.10%
DHI,UNEX,20190920,55:00.8,3704391,51.645,51.64,51.65,B,78162," $ 4,036,676.49 ",NYSE,I,20190920,55:00.3,740978,51.64,52.04,52.94,0.1054849132,51.58,-0.13%
FTV,UNEX,20200626,55:00.3,1107101,66.25,66.24,66.26,B,27485," $ 1,820,881.25 ",NYSE,I,20200626,55:00.3,1111179,66.25,66.48,0,0.02473498869,66.37,0.18%
FTV,UNEX,20200529,50:00.2,1649626,60.905,60.9,60.91,B,59036," $ 3,595,587.58 ",NYSE,C,20200529,50:00.0,158265,60.88,0,0,0.3730199349,60.98,0.12%
FTV,UNEX,20200529,55:00.3,1771176,61.16,61.15,61.16,B,23659," $ 1,446,984.44 ",NYSE,I,20200529,55:00.6,250881,61.17,62.31,63.89,0.09430367385,60.98,-0.29%
FTV,UNEX,20191126,50:00.7,704589,72.07,72.06,72.07,B,49157," $ 3,542,744.99 ",NYSE,I,20191126,50:00.4,92358,72.07,78,0,0.5322440936,72.15,0.11%
FTV,UNEX,20190920,50:00.1,4626346,68.35,68.34,68.35,B,115777," $ 7,913,357.95 ",NYSE,C,20190920,50:00.0,324819,68.345,0,0,0.3564354302,68.18,-0.25%
FTV,UNEX,20190920,55:00.3,4703241,68.48,68.47,68.48,B,121113," $ 8,293,818.24 ",NYSE,I,20190920,55:00.2,414040,68.48,71.18,0,0.2925152159,68.18,-0.44%
MSI,UNEX,20200626,50:01.2,1584721,138.29,138.3,138.47,B,34712," $ 4,800,322.48 ",NYSE,I,20200626,50:00.5,725497,138.3,139.37,139.37,0.04784582155,138.78,0.35%
MSI,UNEX,20190827,50:00.9,765197,178.63,178.58,178.64,B,36799," $ 6,573,405.37 ",NYSE,I,20190827,50:00.9,73050,178.57,4294.67,0,0.5037508556,178.51,-0.07%
MSI,UNEX,20190827,55:01.6,798802,178.39,178.4,178.48,B,15935," $ 2,842,644.65 ",NYSE,I,20190827,55:00.6,133350,178.4,180.01,0,0.1194975628,178.51,0.07%
ADM,UNEX,20200529,50:00.2,2143405,39.18,39.17,39.18,B,317636," $ 12,444,978.48 ",NYSE,C,20200529,50:00.0,461528,39.18,0,0,0.6882269331,39.31,0.33%
ADM,UNEX,20200529,55:00.3,2315380,39.35,39.34,39.36,B,59367," $ 2,336,091.45 ",NYSE,I,20200529,55:00.6,831115,39.36,39.66,0,0.07143054812,39.31,-0.10%
ADM,UNEX,20191126,49:59.7,1271287,42.675,42.67,42.68,B,200187," $ 8,542,980.23 ",NYSE,C,20191126,50:00.0,189436,42.67,0,0,1.056752676,42.75,0.18%
ADM,UNEX,20191126,54:59.7,1371850,42.71,42.7,42.71,B,73430," $ 3,136,195.30 ",NYSE,I,20191126,55:00.2,359298,42.7,43.38,47.39,0.2043707452,42.75,0.09%
ADM,UNEX,20190827,55:00.6,3537631,37.465,37.46,37.46,B,64585," $ 2,419,677.03 ",NYSE,I,20190827,55:00.2,373918,37.47,38.23,0,0.172725036,37.42,-0.12%
CARR,UNEX,20200626,50:00.2,3990408,20.72,20.71,20.73,B,1092796," $ 22,642,733.12 ",NYSE,C,20200626,50:00.0,6755282,20.72,0,0,0.1617691164,20.97,1.21%
CARR,UNEX,20200626,54:59.8,4231320,20.9,20.89,20.9,B,1506663," $ 31,489,256.70 ",NYSE,I,20200626,55:00.1,8053048,20.9,21.28,21.03,0.1870922662,20.97,0.33%
K,UNEX,20200626,50:00.2,1477032,64.06,64.05,64.08,B,97561," $ 6,249,757.66 ",NYSE,C,20200626,50:00.0,419920,64.1,0,0,0.232332349,63.86,-0.31%
K,UNEX,20200619,49:59.9,2731869,67.43,67.43,67.47,B,121807," $ 8,213,446.01 ",NYSE,C,20200619,50:00.0,2435730,67.41,0,0,0.05000841637,67.78,0.52%
K,UNEX,20200619,55:00.4,2987553,67.99,67.95,67.96,B,63352," $ 4,307,302.48 ",NYSE,I,20200619,55:00.3,2748709,67.99,68.14,0,0.02304791086,67.78,-0.31%
SWK,UNEX,20200626,50:01.2,1045848,135.54,135.54,135.75,B,17738," $ 2,404,208.52 ",NYSE,I,20200626,50:00.5,353269,135.78,138.65,138.65,0.05021102899,136.27,0.54%
SWK,UNEX,20200529,50:01.7,1451657,125.64,125.66,126.04,B,28724," $ 3,608,883.36 ",NYSE,I,20200529,50:00.9,108504,125.64,133.11,0,0.2647275676,125.45,-0.15%
SWK,UNEX,20190920,50:00.6,649042,141.07,141.06,141.09,B,21727," $ 3,065,027.89 ",NYSE,I,20190920,50:00.9,171062,141.06,142.51,142.63,0.1270124282,141.11,0.03%
GLW,UNEX,20200626,55:00.3,4183205,25.34,25.33,25.34,B,151598," $ 3,841,493.32 ",NYSE,I,20200626,55:00.3,3090376,25.33,25.47,0,0.04905487229,25.41,0.28%
GLW,UNEX,20200529,49:59.7,4176644,22.65,22.65,22.66,B,91922," $ 2,082,033.30 ",NYSE,C,20200529,50:00.0,795914,22.65,0,0,0.1154923773,22.79,0.62%
GLW,UNEX,20191220,49:59.7,6715035,29.0351,29.03,29.04,B,867925," $ 25,200,289.17 ",NYSE,C,20191220,50:00.0,2325049,29.035,0,0,0.373293208,29.01,-0.09%
GLW,UNEX,20191220,54:59.8,6893321,29.02,29.02,29.03,B,710996," $ 20,633,103.92 ",NYSE,I,20191220,55:00.2,2811830,29.025,30.17,30.22,0.2528588144,29.01,-0.03%
GLW,UNEX,20191126,49:59.7,2536677,29.085,29.08,29.09,B,146454," $ 4,259,614.59 ",NYSE,C,20191126,50:00.0,359460,29.085,0,0,0.4074278084,29.14,0.19%
GLW,UNEX,20190920,49:59.6,4460581,27.77,27.76,27.77,B,146671," $ 4,073,053.67 ",NYSE,C,20190920,50:00.0,559369,27.77,0,0,0.2622079522,27.76,-0.04%
CHD,UNEX,20200619,55:01.0,1451305,77.67,77.69,77.72,B,25252," $ 1,961,322.84 ",NYSE,I,20200619,55:00.6,582662,77.69,78.04,0,0.04333901988,77.52,-0.19%
CHD,UNEX,20200529,50:01.7,1202045,74.68,74.66,74.69,B,25467," $ 1,901,875.56 ",NYSE,I,20200529,50:00.9,178845,74.64,75,81.29,0.1423970477,75.07,0.52%
CHD,UNEX,20200529,55:00.3,1298422,74.97,74.96,74.99,B,26658," $ 1,998,550.26 ",NYSE,I,20200529,55:00.6,322575,74.99,75.95,77.59,0.08264124622,75.07,0.13%
CHD,UNEX,20190920,49:59.6,1442850,72.99,72.98,73,B,59406," $ 4,336,043.94 ",NYSE,C,20190920,50:00.0,277062,72.99,0,0,0.2144141023,72.8,-0.26%
CHD,UNEX,20190920,55:01.8,1495548,73.02,73.01,73.03,B,55405," $ 4,045,673.10 ",NYSE,I,20190920,55:00.7,354430,73.02,73.66,73.72,0.1563214175,72.8,-0.30%
VFC,UNEX,20200626,49:59.6,2256954,57.07,57.06,57.08,B,355551," $ 20,291,295.57 ",NYSE,C,20200626,50:00.0,1860270,57.06,0,0,0.1911287071,57.14,0.12%
VFC,UNEX,20200626,55:00.3,2379495,57.21,57.2,57.21,B,52118," $ 2,981,670.78 ",NYSE,I,20200626,55:00.3,2336219,57.21,57.35,58.74,0.02230869623,57.14,-0.12%
VFC,UNEX,20200619,55:01.0,2327627,63.29,63.27,63.28,B,289901," $ 18,347,834.29 ",NYSE,I,20200619,55:00.6,3138103,63.27,63.64,0,0.09238097029,63.29,0.00%
VFC,UNEX,20200529,55:00.3,2805293,56.07,56.08,56.09,B,219946," $ 12,332,372.22 ",NYSE,I,20200529,55:00.6,481847,56.08,4294.67,0,0.4564643964,56.1,0.05%
WMB,UNEX,20200626,55:00.3,8301089,18.49,18.49,18.5,B,437106," $ 8,082,089.94 ",NYSE,I,20200626,55:00.3,3812262,18.49,18.55,0,0.1146579118,18.51,0.11%
WMB,UNEX,20200529,49:59.7,9303523,20.31,20.3,20.31,B,1121595," $ 22,779,594.45 ",NYSE,C,20200529,50:00.0,1063629,20.31,0,0,1.054498326,20.43,0.59%
WMB,UNEX,20200529,55:00.3,9804785,20.375,20.37,20.38,B,389832," $ 7,942,827.00 ",NYSE,I,20200529,55:00.6,2011733,20.37,21.51,0,0.1937791944,20.43,0.27%
WMB,UNEX,20191220,55:00.3,14547692,23.81,23.8,23.81,B,353385," $ 8,414,096.85 ",NYSE,I,20191220,55:00.2,2786865,23.81,23.85,23.85,0.1268037741,23.8,-0.04%
WMB,UNEX,20191126,49:59.7,5645272,22.86,22.85,22.86,B,796126," $ 18,199,440.36 ",NYSE,C,20191126,50:00.0,1527115,22.855,0,0,0.5213268156,22.87,0.04%
WMB,UNEX,20191126,55:00.3,5990661,22.88,22.87,22.88,B,406444," $ 9,299,438.72 ",NYSE,I,20191126,55:00.3,2012045,22.875,23.45,0,0.2020054223,22.87,-0.04%
WMB,UNEX,20190920,49:59.6,7128801,24.625,24.62,24.63,B,242036," $ 5,960,136.50 ",NYSE,C,20190920,50:00.0,1474471,24.625,0,0,0.1641510752,24.71,0.35%
WMB,UNEX,20190920,55:00.8,7356682,24.7,24.69,24.7,B,108889," $ 2,689,558.30 ",NYSE,I,20190920,55:00.3,1769101,24.695,24.78,24.9,0.06155047111,24.71,0.04%
TDG,UNEX,20200626,50:00.2,334486,420.955,420.6,420.95,B,56818," $ 23,917,821.19 ",NYSE,C,20200626,50:00.0,130477,421.27,0,0,0.4354637216,421.09,0.03%
TDG,UNEX,20191126,55:00.8,358126,572.765,572.63,573,B,5991," $ 3,431,435.12 ",NYSE,I,20191126,55:01.1,55472,572.69,577.03,0,0.1080004327,573.44,0.12%
TDG,UNEX,20190920,50:00.6,186037,527.28,527.22,527.63,B,17847," $ 9,410,366.16 ",NYSE,I,20190920,50:00.4,115935,527.26,528.88,528.88,0.1539397076,527.26,0.00%
TDG,UNEX,20190827,50:00.4,668750,512.265,512.15,512.44,B,6625," $ 3,393,755.63 ",NYSE,I,20190827,50:00.4,20723,512.08,519.24,519.24,0.3196930946,512.51,0.05%
VLO,UNEX,20191126,49:59.7,2036751,97.48,97.48,97.51,B,91844," $ 8,952,953.12 ",NYSE,C,20191126,50:00.0,1432455,97.47,0,0,0.0641164993,97.44,-0.04%
PH,UNEX,20200529,55:00.3,1412072,180.56,180.43,180.54,B,5757," $ 1,039,483.92 ",NYSE,I,20200529,55:00.6,149759,180.55,182.63,0,0.0384417631,179.97,-0.33%
PH,UNEX,20191220,50:01.2,534370,207.17,207.1,207.23,B,27531," $ 5,703,597.27 ",NYSE,I,20191220,50:00.3,203966,207.14,209.05,209.05,0.1349783787,206.86,-0.15%
PH,UNEX,20191220,54:59.8,560006,207.01,207.01,207.1,B,43264," $ 8,956,080.64 ",NYSE,I,20191220,55:00.1,246316,207.01,210.29,209.05,0.1756442943,206.86,-0.07%
PH,UNEX,20190920,50:00.6,708493,177.27,177.25,177.29,B,12927," $ 2,291,569.29 ",NYSE,I,20190920,50:00.4,119649,177.26,178.49,178.49,0.10804102,177.04,-0.13%
PH,UNEX,20190827,49:59.9,400349,158.12,158.09,158.16,B,63333," $ 10,014,213.96 ",NYSE,C,20190827,50:00.0,23879,158.22,0,0,2.652246744,157.83,-0.18%
PH,UNEX,20190827,55:00.1,414528,157.87,157.89,158,B,42897," $ 6,772,149.39 ",NYSE,I,20190827,55:00.1,49215,157.91,172,0,0.8716245047,157.83,-0.03%
MTD,UNEX,20200619,49:59.9,68900,781.94,771.57,783.81,B,61123," $ 47,794,518.62 ",NYSE,C,20200619,50:00.0,40301,786.45,0,0,1.516662118,795.24,1.70%
MTD,UNEX,20200619,55:01.0,80404,794.67,792.56,794.51,B,48177," $ 38,284,816.59 ",NYSE,I,20200619,55:00.6,58924,794.67,9999.99,0,0.8176125178,795.24,0.07%
MTD,UNEX,20200529,50:01.7,126344,788.54,783.93,789.91,B,4019," $ 3,169,142.26 ",NYSE,I,20200529,50:00.9,64153,789.91,795.46,798.69,0.06264710925,795,0.82%
MTD,UNEX,20191220,50:01.7,104911,792.905,792.35,793.21,B,13755," $ 10,906,408.28 ",NYSE,I,20191220,50:00.8,50787,793.21,814.64,814.64,0.2708370252,793.31,0.05%
MTD,UNEX,20191220,55:00.3,107270,793.16,792.97,794.06,B,14414," $ 11,432,608.24 ",NYSE,I,20191220,55:00.6,55052,793.16,814.64,814.64,0.2618251835,793.31,0.02%
STT,UNEX,20200619,49:59.9,1886627,63.86,63.78,63.96,B,799791," $ 51,074,653.26 ",NYSE,C,20200619,50:00.0,1317075,63.86,0,0,0.6072478788,65.4,2.41%
STT,UNEX,20200619,54:59.9,2056922,64.21,64.19,64.22,B,963220," $ 61,848,356.20 ",NYSE,I,20200619,55:00.1,1565710,64.25,66.86,66.94,0.6151969394,65.4,1.85%
STT,UNEX,20191126,49:59.7,1701591,74.27,74.27,74.29,B,84170," $ 6,251,305.90 ",NYSE,C,20191126,50:00.0,178874,74.29,0,0,0.4705546921,74.29,0.03%
STT,UNEX,20190920,50:00.1,1832204,60.07,60.07,60.08,B,144438," $ 8,676,390.66 ",NYSE,C,20190920,50:00.0,554942,60.07,0,0,0.2602758486,60.11,0.07%
STT,UNEX,20190920,55:00.3,1921975,60.24,60.23,60.25,B,193949," $ 11,683,487.76 ",NYSE,I,20190920,55:00.2,700526,60.24,63.91,62.48,0.276861958,60.11,-0.22%
STT,UNEX,20190827,50:00.4,1596105,49.5,49.5,49.51,B,29846," $ 1,477,377.00 ",NYSE,I,20190827,50:00.4,160292,49.5,50.44,50.57,0.1861976892,49.4,-0.20%
LEN,UNEX,20200626,50:00.2,2239530,58.95,58.93,58.95,B,197086," $ 11,618,219.70 ",NYSE,C,20200626,50:00.0,1111710,58.94,0,0,0.1772818451,59,0.08%
LEN,UNEX,20200626,55:00.3,2419804,59.19,59.17,59.2,B,21467," $ 1,270,631.73 ",NYSE,I,20200626,55:00.5,1494907,59.19,59.39,60.79,0.01436009063,59,-0.32%
LEN,UNEX,20200529,49:59.7,2652741,60.24,60.23,60.27,B,140537," $ 8,465,948.88 ",NYSE,C,20200529,50:00.0,504251,60.28,0,0,0.2787044547,60.46,0.37%
LEN,UNEX,20200529,55:00.3,2773009,60.34,60.32,60.33,B,117210," $ 7,072,451.40 ",NYSE,I,20200529,55:00.6,660963,60.35,64.67,0,0.1773321653,60.46,0.20%
LEN,UNEX,20191220,49:59.7,2949377,56.53,56.53,56.54,B,624902," $ 35,325,710.06 ",NYSE,C,20191220,50:00.0,786538,56.53,0,0,0.7944968965,56.64,0.19%
LEN,UNEX,20191220,54:59.8,3122356,56.56,56.55,56.56,B,208475," $ 11,791,346.00 ",NYSE,I,20191220,55:00.1,1322407,56.56,57.36,59.4,0.1576481371,56.64,0.14%
LEN,UNEX,20191126,49:59.7,1366828,60.37,60.36,60.37,B,194449," $ 11,738,886.13 ",NYSE,C,20191126,50:00.0,465426,60.37,0,0,0.4177871455,60.45,0.13%
LEN,UNEX,20191126,54:59.7,1462042,60.46,60.46,60.47,B,58082," $ 3,511,637.72 ",NYSE,I,20191126,55:00.2,657246,60.465,61.34,0,0.08837178165,60.45,-0.02%
LEN,UNEX,20190920,50:00.6,1816468,54.13,54.13,54.14,B,31935," $ 1,728,641.55 ",NYSE,I,20190920,50:00.5,226537,54.13,54.67,54.94,0.1409703492,54.1,-0.06%
EDU,UNEX,20200626,50:01.7,448950,133.18,133.02,133.15,B,15746," $ 2,097,052.28 ",NYSE,I,20200626,50:00.6,15916,133.19,140,0,0.9893189244,133.5,0.24%
EDU,UNEX,20200619,49:59.9,1367670,137.14,137.04,137.19,B,54971," $ 7,538,722.94 ",NYSE,C,20200619,50:00.0,163749,137.14,0,0,0.3357028135,136.9,-0.18%
EDU,UNEX,20200619,55:00.4,1443197,136.98,136.98,137.08,B,43932," $ 6,017,805.36 ",NYSE,I,20200619,55:00.2,177899,136.98,137.19,146.85,0.2469491116,136.9,-0.06%
EDU,UNEX,20200529,49:59.7,1075512,118,117.97,118.08,B,110423," $ 13,029,914.00 ",NYSE,C,20200529,50:00.0,211069,117.97,0,0,0.5231606726,119.96,1.66%
EDU,UNEX,20200529,55:00.3,1139006,118.93,118.91,119.06,B,62703," $ 7,457,267.79 ",NYSE,I,20200529,55:00.6,273679,118.94,120.61,0,0.2291114773,119.96,0.87%
EDU,UNEX,20191220,50:01.2,475962,123,122.96,122.98,B,11108," $ 1,366,284.00 ",NYSE,I,20191220,50:00.5,163068,122.94,124.37,124.94,0.0681188216,123.74,0.60%
EDU,UNEX,20191220,55:00.3,487262,123.05,123,123.05,B,11792," $ 1,451,005.60 ",NYSE,I,20191220,55:00.2,186288,123.05,126.32,124.94,0.06329983681,123.74,0.56%
EDU,UNEX,20190827,49:59.9,568641,108.34,108.27,108.35,B,176797," $ 19,154,186.98 ",NYSE,C,20190827,50:00.0,117359,108.34,0,0,1.506463075,108.42,0.07%
EDU,UNEX,20190827,55:00.6,599222,108.07,108.03,108.1,B,158319," $ 17,109,534.33 ",NYSE,I,20190827,55:00.2,155749,108.09,110.83,0,1.016500909,108.42,0.32%
TSN,UNEX,20200619,50:01.4,1764670,63.36,63.35,63.68,B,40959," $ 2,595,162.24 ",NYSE,I,20200619,50:00.5,1387057,63.35,63.68,63.68,0.02952942813,63.22,-0.22%
TSN,UNEX,20200619,55:00.4,1903443,63.53,63.51,63.54,B,28750," $ 1,826,487.50 ",NYSE,I,20200619,55:00.2,1517495,63.53,63.68,63.68,0.01894569669,63.22,-0.49%
TSN,UNEX,20191220,49:59.7,2385226,91.17,91.16,91.17,B,350904," $ 31,991,917.68 ",NYSE,C,20191220,50:00.0,584108,91.17,0,0,0.6007519157,90.86,-0.34%
TSN,UNEX,20191220,54:59.8,2459254,91.21,91.19,91.21,B,81912," $ 7,471,193.52 ",NYSE,I,20191220,55:00.2,956257,91.2,91.84,0,0.0856589808,90.86,-0.38%
TSN,UNEX,20190920,50:00.1,1397123,87.445,87.44,87.45,B,217344," $ 19,005,646.08 ",NYSE,C,20190920,50:00.0,343702,87.445,0,0,0.6323617552,87.39,-0.06%
TSN,UNEX,20190920,55:00.8,1494905,87.51,87.5,87.52,B,259880," $ 22,742,098.80 ",NYSE,I,20190920,55:00.3,605016,87.51,4294.67,0,0.4295423592,87.39,-0.14%
TSN,UNEX,20190827,50:00.4,1831809,90.18,90.18,90.19,B,39363," $ 3,549,755.34 ",NYSE,I,20190827,50:00.4,159291,90.17,92.77,97.14,0.2471137729,89.97,-0.23%
WELL,UNEX,20191220,50:01.2,1855255,80.62,80.58,80.61,B,121291," $ 9,778,480.42 ",NYSE,C,20191220,50:00.0,1668310,80.6,0,0,0.07270291493,80.4,-0.27%
WELL,UNEX,20191220,55:00.3,1937387,80.42,80.43,80.44,B,112123," $ 9,016,931.66 ",NYSE,I,20191220,55:00.6,1813064,80.44,81.46,81.46,0.06184172208,80.4,-0.02%
WELL,UNEX,20191126,49:59.7,1030192,84.205,84.2,84.21,B,473320," $ 39,855,910.60 ",NYSE,C,20191126,50:00.0,865351,84.21,0,0,0.5469688023,84.56,0.42%
WELL,UNEX,20191126,54:59.7,1145846,84.5,84.49,84.52,B,395879," $ 33,451,775.50 ",NYSE,I,20191126,55:00.2,1053012,84.51,88.75,0,0.375949182,84.56,0.07%
WELL,UNEX,20190920,50:00.6,2260681,88.925,88.92,88.94,B,11382," $ 1,012,144.35 ",NYSE,I,20190920,50:00.5,400995,88.93,89.27,89.27,0.02838439382,88.8,-0.14%
ARE,UNEX,20200529,55:00.3,889288,153.59,153.41,153.72,B,152008," $ 23,346,908.72 ",NYSE,I,20200529,55:00.6,495433,153.5,156.16,0,0.30681848,153.72,0.08%
FLT,UNEX,20200619,49:59.9,764669,263.3,262.94,263.5,B,102841," $ 27,078,035.30 ",NYSE,C,20200619,50:00.0,344605,263.44,0,0,0.2984315376,264.32,0.39%
FLT,UNEX,20200619,55:00.4,807739,263.81,263.38,263.7,B,136755," $ 36,077,336.55 ",NYSE,I,20200619,55:00.2,386247,263.94,274.91,273.31,0.3540610024,264.32,0.19%
FLT,UNEX,20200529,50:02.2,643388,243.61,243.46,243.76,B,41892," $ 10,205,310.12 ",NYSE,I,20200529,50:00.9,85950,243.58,330,0,0.487399651,243.79,0.07%
FLT,UNEX,20200529,55:00.3,697521,243.81,243.7,243.86,B,6763," $ 1,648,887.03 ",NYSE,I,20200529,55:00.6,131741,243.81,247.74,0,0.05133557511,243.79,-0.01%
FLT,UNEX,20191220,49:59.7,1196989,290.7181,290.61,290.78,B,89556," $ 26,035,550.16 ",NYSE,C,20191220,50:00.0,211446,290.44,0,0,0.4235407622,290.3,-0.14%
FLT,UNEX,20191220,54:59.8,1232630,290.63,290.59,290.74,B,50954," $ 14,808,761.02 ",NYSE,I,20191220,55:00.2,265437,290.64,293.43,304.95,0.1919626879,290.3,-0.11%
FLT,UNEX,20191126,50:01.2,448684,306.77,306.63,306.86,B,9357," $ 2,870,446.89 ",NYSE,I,20191126,50:00.9,81318,306.75,311.34,314.24,0.1150667749,307.42,0.21%
FLT,UNEX,20190920,50:00.6,348178,289.31,289.28,289.38,B,36601," $ 10,589,035.31 ",NYSE,I,20190920,50:00.5,75774,289.31,292.68,292.78,0.4830284794,289.1,-0.07%
FLT,UNEX,20190920,55:00.8,366647,289.95,289.9,290,B,7590," $ 2,200,720.50 ",NYSE,I,20190920,55:00.3,127625,289.98,290.7,292.78,0.05947110676,289.1,-0.29%
FMX,UNEX,20200619,50:01.4,993030,65.42,65.4,65.42,B,34635," $ 2,265,821.70 ",NYSE,I,20200619,50:00.5,14470,65.42,0,0,2.393572909,65.26,-0.24%
FMX,UNEX,20200529,50:02.2,656675,67.52,67.49,67.52,B,37472," $ 2,530,109.44 ",NYSE,I,20200529,50:00.9,24705,67.5,0,0,1.51677798,67.71,0.28%
FMX,UNEX,20191220,54:59.8,649254,94.5,94.48,94.53,B,39364," $ 3,719,898.00 ",NYSE,I,20191220,55:00.2,56580,94.49,94.5,0,0.6957228703,94.51,0.01%
ZTO,UNEX,20200619,49:59.9,3577500,38.03,38.03,38.05,B,344348," $ 13,095,554.44 ",NYSE,C,20200619,50:00.0,728285,38.05,0,0,0.4728203931,38.64,1.60%
ZTO,UNEX,20200619,54:59.9,3815982,38.2399,38.22,38.24,B,194220," $ 7,426,953.38 ",NYSE,I,20200619,55:00.1,1011260,38.24,39.59,39.87,0.1920574333,38.64,1.05%
ZTO,UNEX,20200529,49:59.7,3116303,32.27,32.27,32.3,B,1889536," $ 60,975,326.72 ",NYSE,C,20200529,50:00.0,3814386,32.29,0,0,0.4953709457,32.62,1.08%
ZTO,UNEX,20200529,55:00.3,3569701,32.6,32.58,32.61,B,948271," $ 30,913,634.60 ",NYSE,I,20200529,55:00.6,5249958,32.6,33.03,33.19,0.1806244926,32.62,0.06%
